query_id,query,category,reasoning,type,top_k,precision,recall,reciprocal_rank,ndcg,evidence_coverage,first_relevant_rank,retrieved_count,relevant_count,latency_ms,answer_accuracy_exact_match,answer_token_f1,answer_correctness
4c16bbd0,"Exec hires at Campbell Soup Co. focus on culture, comms, & risk mgmt. impact.",Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.685750019736588,,,
46f556a4,"Competitor consolidation in adjacent mkts affects AUTDSK's pricing power, rev margins, & overall impact.",Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.562458044849336,,,
db2ffc8b,Rev rec risk of MHK over-time vs point-in-time.,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.0296249790117145,,,
121f0e7c,"22-23 leverage, liquidity, cash vs current assets, receivables/inventory shifts for Philip Morris.",Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,3.0550420051440597,,,
45c5626a,"COST principal transactions, estimation of returns & impact of deferred sales on risk and fin. health, ticker.",Accounting,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,5.204624962061644,,,
50f0d12b,NA workforce dist. % for Grainger.,Company overview,True,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.695082988590002,,,
caf1835d,Mgt confident in Q4 buyback strategy for CTSH.,Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,2.9310829704627395,,,
d29f04cc,Calc 2023 inv. turnover: cost of sales versus avg. inventory (2022-23) efficiency analysis for AMZN.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,5.156875005923212,,,
5f506a44,Rev mix evolution FY22-24 for Electronic Arts (EA): trends at a pt. in time vs. over time.,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.906457965262234,,,
3e10388f,"DHI has recently completed a share repurchase, disclosing volume & cost details, ticker DHI.",Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.062249976210296,,,
879058a2,Dec23 Feb24 cumulative US headcount for FIS regarding strategic transaction impact.,Company overview,True,Addition,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.3729579988867044,,,
d9c259ef,2024 JCI vs 2023 inventory turnover rate efficiency.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,2.1699999924749136,,,
72be57ff,"Capital allocation for TMUS includes network investment, operational efficiencies, and cash flow valuation.",Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.254499915987253,,,
15e127bc,Impact of revenue recognition alignment with insurance liabilities on investor assessment for Allstate (ALL).,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.574041977524757,,,
5597d7bc,"Impact of Equinix's digital/data center investments on revenue & financial health in 2023, EQIX.",Governance,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,5.994417006149888,,,
43cb4472,STLD's current CapEx and growth impacts from its major investments.,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.589375060983002,,,
e8382a50,Class action impact on RealPage and liability mgmt. for ESS (Essex Property Trust).,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.389541922137141,,,
acfe6e45,AO Smith's (AOS) dist. channels and innovation margin protection.,Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.433457993902266,,,
611d5592,"TXT's capital structure change involves shifts in LT debt & equity, with implications for risk & growth, TXT.",Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,4.738291027024388,,,
517ce722,AMD's mkt sh. growth amidst Int'l & ARM/FPGA comp.,Company overview,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,0.3460829611867666,,,
e9793513,DG's net sales growth & capex P&E impact on expansion.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,2.880999934859574,,,
b4aac21b,Fluctuations in repurchase price and strategic timing for LEN.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.364625085145235,,,
443d7268,TFC debt instruments' effective vs stated rates impact on risk profile & cash flow.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.8920420445501804,,,
627c4741,GPN operating income margin: 2022 vs. 2023.,Financials,True,Compositional,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.7827919693663716,,,
bbb96ff0,Impact on R&D & growth from PhDs on IDEXX board.,Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.023834084160626,,,
806e970c,"Board titles for Citizens Financial as of Feb 2024 include various roles, ticker CIZN.",Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.737500032410026,,,
5523d412,NRG's legal risk mgmt. impacts credit profile & investor sentiment.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.32545898668468,,,
3613026b,Long-term growth and cybersecurity mgmt. for NTRS.,Risk,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.512833034619689,,,
c26d1227,"The impact of CFG insider trading activity on mgmt sentiment is noteworthy, especially for investors focusing on CFG.",Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.56425005197525,,,
6410ae20,R&D expense of NXPI = per-employee allocation x 12K R&D headcount.,Company overview,True,Multiplication,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.1862080795690417,,,
05fa53fc,OTIS - Cybersecurity risk mgmt impacts on earnings & positioning.,Risk,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.1251250291243196,,,
991e4798,Noncash investing & financing impacts on CFs & future invest flex. BLK.,Footnotes,False,None,5,0.2,1.0,0.2,0.38685280723454163,1.0,5,5,1,2.4419580586254597,,,
c371959c,Current liab & liquidity/capital allocation impact of BKNG legal/reg accruals.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.383499919436872,,,
f058bc53,"Repurchases for ICE approved due to strong cash flow & favorable mkt conditions, vs suspensions based on potential mkt volatility & regulatory scrutiny.",Shareholder return,False,None,5,0.2,1.0,0.3333333333333333,0.5,1.0,3,5,1,5.185874993912876,,,
583ce28d,Trends in KLA legal claims and risk indicators are worth monitoring closely.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.42845793440938,,,
d8144c64,"Tesla's operating cash flow, TSL, is pivotal for sustaining long-term growth and maintaining a competitive edge.",Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,5.732458899728954,,,
48dc9928,Impact of revenue recognition estimation on profit and risk for ResMed.,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.331417080014944,,,
afd8dbbf,CPT net inc. impact of rising int. & D&A; cost mgmt. analysis.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,4.059583065100014,,,
481f256c,MGM's repurchase of shares impacts EPS valuation.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.544292015954852,,,
aa969dd9,"Impact on oversight efficiency from AES FTE vs. leadership ratio, Ticker.",Company overview,True,Compositional,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.729334053583443,,,
f6fe7643,EPS calc for product vs net earnings.,Financials,True,Multiplication,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.5092499563470483,,,
a29b7204,"Impact of Netflix's cybersecurity initiatives on risk mgmt & valuation, NFLX.",Risk,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,3.511624992825091,,,
faccde50,"KHC's OCF growth drivers for 2023 vs. 2022, plus the impact of inventory & taxes.",Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,5.770042072981596,,,
1b91644c,Litigation provisions impact on profitability for MSCI.,Legal,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.741500036790967,,,
8e1eddd5,Impact on efficiency & cost mngmt of D&A allocation for PFG segment.,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.007500061765313,,,
c50e6c64,Ticker REGN faces litigation related to loss contingencies disclosures impacting the firm.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.060041042976081,,,
fc72c9c3,"HD avg repurchase price analysis over 3 periods alongside mkt condition indicators, ticker at end.",Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.5780840078368783,,,
8b011879,MKTX's Intl trading offerings play a key role in diversifying revenue streams & expanding market reach.,Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.604708006605506,,,
4f003e56,Kenvue Inc. headcount and stability analysis 99-1.,Company overview,True,Compositional,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.842250047251582,,,
9b145f20,Impact of rev rec mod on GoDaddy's (GDDY) profitability & cash flow.,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.542582970112562,,,
13ddaf99,Impact of Akamai purchase commitments on liquidity & op cash flows (AKAM).,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.9337079506367445,,,
a64a11d6,"Trends in legal expenses, HP, indicate profitability risks.",Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.722625038586557,,,
1bc4aa38,Implications of labor structure w/ LYV employee ratio.,Company overview,True,Compositional,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.5375420227646828,,,
27127193,"Amazon's (AMZN) cybersecurity assessments enhance risk mgmt, bolstering investor confidence.",Risk,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,0.8594170212745667,,,
303b76f5,2023 combined R&D & S&M expense for ABNB vs 2021/22.,Financials,True,Addition,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.765125060454011,,,
c01a1cf9,Impact on FX risk and strategy from Labcorp's (LABP) cross currency swaps.,Footnotes,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,4.073917050845921,,,
8950a79d,Catalent's (CTLT) negative shift in retained earnings raises concerns over profitability and sustainable growth.,Financials,False,None,5,0.2,1.0,0.3333333333333333,0.5,1.0,3,5,1,3.708084113895893,,,
7e8e5eca,Impact on cash flow/credit risk in the payer cycle at Quest Diagnostics.,Accounting,False,None,5,0.2,1.0,0.2,0.38685280723454163,1.0,5,5,1,5.306708044372499,,,
ea35858f,"Impact of long-term contracts by Diamondback Energy on cost predictability and capex planning, FANG.",Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.620792042464018,,,
dc0899e6,Cadence's ($68.7M) settlement liquidity impact on working capital.,Footnotes,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.538332948461175,,,
414d46fa,Cybersecurity integration in ERM for Danaher (DHR) is critical for maintaining financial stability and mitigating risk.,Risk,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,5.477999919094145,,,
094f4aee,"MDLZ operating cycle, trade receivables, inventories for 2022-2023, cash conversion, and profitability insights.",Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,2,5.0782919861376286,,,
029fdcea,10-K reveals changes in insider ownership for SPG drivers.,Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.4939999459311366,,,
fe36c2af,Assessment of financial impact from IDEX legal proceedings.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.985291928984225,,,
acc14ec2,Liquidity & risk effects for DIS in 2023-24 show a cash flow swing.,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.942666972056031,,,
2a7583bd,Management fee recognition for KKR focuses on committed cap vs invested cap vs NAV.,Accounting,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,3.1516250455752015,,,
b5f2dc29,Authorized amounts for share repurchase programs at Airbnb (ABNB) as of 12/31/2023.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,6.534249987453222,,,
7e6ca9c1,"Paycom's lease terms are noncancellable, with options for extension/termination acting as key provisions.",Footnotes,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,4.493791027925909,,,
08d4d817,Uncertain liability impact on risk profile and cash flow for Cisco Systems (CSCO).,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.585832939483225,,,
3d131391,Integration of Fortinet products impacts recurring rev and cash flow.,Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.8081250386312604,,,
89366387,BFS leverages customer relationships & local market expertise for competitive risk mitigation.,Company overview,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.8966660611331463,,,
2f81464c,Payment commitments ratio & liquidity/cap allocation implications for CSX (2024-2028).,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.734874957241118,,,
8f62cc27,Impact of contract cost amortization on Stanley Black & Decker (SWK).,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.7057079607620835,,,
f992566d,Oversight governance of VICI Properties' board composition.,Governance,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,2.72266601677984,,,
8b839d46,"Regulatory risk mitigation for Medicare/Medicaid revenue at Universal Health Services, ticker in last position.",Accounting,False,None,5,0.2,1.0,0.5,0.6309297535714575,1.0,2,5,1,4.674458992667496,,,
386449e1,Impact of contractual commitments on liquidity & cash flows for Bunge Glo SA.,Footnotes,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,4.65391599573195,,,
4f129a4b,"Impact of NDAQ's settlement with OFAC on legal accruals, operating results, and cash flow.",Legal,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,5.919957999140024,,,
7b29348b,"Impact of NetApp pricing/discounting segmentation on SSP and rev rec, NPTN.",Accounting,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,4.088000045157969,,,
2c770214,CYB cost ctrl prof. for ALB.,Risk,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.9717079121619463,,,
ef834df5,Impact on near-term profitability and cash flow evolution due to CZR cybersecurity litigation remediation.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.005500046536326,,,
b0d88612,Rev recognition for KO involves factors like est. variable consideration.,Accounting,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.3096250370144844,,,
6ea05319,"ETR avg employees: CL&P, NSTAR Electric, PSNH vs. Eversource Service",Company overview,True,Compositional,5,0.2,1.0,1.0,1.0,1.0,1,5,1,1.1859160149469972,,,
3ad0576a,MTB repurchase price var. Nov-Dec 2023 exp.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.8665000097826123,,,
efa32b2c,Remaining KMI repurchase auth and cap allocation strat.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.369499998167157,,,
05281bdb,"Quarterly share buybacks, cap allocation strategy, valuation confidence for LVS.",Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.3528330493718386,,,
a7379ea7,"Operating margin for Globe Life in 2023 compared to 2022 and 2021, GL.",Financials,True,Compositional,5,0.2,1.0,1.0,1.0,1.0,1,5,1,6.987915956415236,,,
50d03c27,Impact on future financials from MKTX's legal risk exposures vs. reserves.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.0896670650690794,,,
b7f01009,"Liquidity support from CBRE revolving credit facilities and their impact on market conditions, CBRE.",Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.753457964397967,,,
0d0d16d0,Capex conversion to op profit across segments for Celanese (CE).,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.0377079965546727,,,
e4f87a9e,Refinancing repayment of long-term debt maturity for PFG from 2024-2028.,Financials,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.920667037367821,,,
296f4703,Tech integration at Nasdaq’s data biz vs ICE’s Cboe & TSX.,Company overview,False,None,5,0.2,1.0,0.5,0.6309297535714575,1.0,2,5,1,1.5489159850403666,,,
371e0f4c,PG's interest exp. is expected to rise for 2023-2024.,Financials,True,Subtract,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.879624932073057,,,
5a4cf5af,"Match Group's remaining repurchase cap compared to quarterly expenditure impacts, ticker at end.",Governance,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.087540972046554,,,
d14302b7,Targa's (TRGP) cyber risk framework valuation impact.,Risk,False,None,5,0.2,1.0,1.0,1.0,1.0,1,5,1,0.9546660585328937,,,
5d58daa3,"Through LEN, diversification can mitigate risk and stabilize cash flow during downturns.",Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.546166932210326,,,
af7fd8bd,"SYK headcount up from 50K to 52K, reflecting a 4% growth; assess impact on operational expansion.",Company overview,True,Compositional,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.759249975904822,,,
b83d4c52,Litigation risk mitigation for ONEOK is crucial in maintaining stability.,Legal,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.832541056908667,,,
e986a075,"Pension obligations of JCI affect capital allocation and financial flexibility, JCI.",Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.498583031818271,,,
140f0658,VRSN operational risk tied to US/non-US workforce dist.,Company overview,True,Compositional,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.7666670503094792,,,
9a41a152,Impact of Zebra Tech's Matrox acquisition on investing cash flow & future invs. Ticker to consider: ZBRA.,Footnotes,False,None,5,0.2,0.5,1.0,0.6131471927654584,0.8116966580976864,1,5,2,4.922708962112665,,,
7f060a38,Net profit margin calc for KeyCorp 2023 = net income / total revenue.,Financials,True,Compositional,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.92979197204113,,,
2c434478,Pre-tax profit adjustments for TXT 2023 include special charges and pension components.,Financials,True,Compositional,5,0.2,1.0,1.0,1.0,1.0,1,5,1,4.5989579521119595,,,
33c59ebc,IR dual channel model's impact on cust svc & rev growth.,Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.015582984313369,,,
6a06a639,HST's repurchase impacts divs on cap allocation & liquidity risk.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.9907080568373203,,,
a4a22930,FDS's repurchase timing/pricing can significantly affect cap allocation & financial health.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.109166933223605,,,
c0dfa491,Net profit margin for TROW in 2023.,Financials,True,Division,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.104083054699004,,,
d60347e5,"MU's May 2023 sales in China face impacts & regulatory risks, with mitigation strategies needed.",Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.712374997325242,,,
f98a35e7,Impact of AES on cybersecurity oversight governance.,Risk,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.4204169642180204,,,
1ec36701,Retail vs non-retail headcount ratio for ROST.,Company overview,True,Division,5,0.0,0.0,0.0,0.0,0.0,,5,1,1.9251249032095075,,,
704a26ec,Risks to Yum's mkt share and future cash flow arise from digital competitors. YUM.,Company overview,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,4.8296250170096755,,,
f63867ac,"Air Products and Chemicals, Inc. has focused on a capital allocation strategy and paused buybacks, APD.",Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,5.07750001270324,,,
6988c81d,Opportunities & risks for cash flow mgmt relating to FRT liquidity.,Footnotes,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,3.5526250721886754,,,
ad738f67,Repurchase timing impacts equity mgmt. & shareholder signaling for CINF.,Shareholder return,False,None,5,0.0,0.0,0.0,0.0,0.0,,5,1,2.2603749530389905,,,
dd96e4e1,2023 restructuring asset charges by Dow Inc. impact profitability - operational vs one-off.,Financials,False,None,5,0.2,0.5,1.0,0.6131471927654584,0.34363481712503546,1,5,2,3.2393339788541198,,,
96531c30,"Leadership profiles, capital allocation, operational strategy, profitability, and valuation of NEE.",Governance,False,None,5,0.2,1.0,0.2,0.38685280723454163,1.0,5,5,1,3.8551660254597664,,,
